"title","aol_page","body","reachcode","parent_id","permanent_id","gnis_id","gnis_name","fishing_zone_id"
"","","","17100308005946","","146299261","","","5"
"","","","18010203003456","","164314930","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003224","","164314604","01151685","Upper Klamath Lake Marshes","4"
"","","","17050110003347","","146137795","01119860","Dennison Reservoir","4"
"","","","17050110003402","","146137850","","","4"
"","","","17050110003220","","146137617","01117991","Boundary Reservoir","4"
"","","","17050110003532","","146137989","","","4"
"","","","17050110003193","","146137586","01124820","North Grassy Mountain Reservoir","4"
"","","","18010203002740","","143479951","","","4"
"","","","17100311011550","","139856938","","","5"
"","","","17100311011533","","139856908","","","5"
"","","","17100311011371","","139856602","","","5"
"","","","18010203002585","","143479710","","","4"
"","","","17100311011445","","139856768","","","5"
"","","","17100311011561","","139857086","","","5"
"","","","18010203002794","","143480014","","","4"
"","","","18010203002665","","143479870","","","4"
"","","","18010203003573","","168095456","","","4"
"","","","18010203002687","","143479897","","","4"
"","","","18010203002458","","143479505","","","4"
"","","","17100308006059","","146299374","","","5"
"","","","17100308006255","","146299570","","","5"
"","","","17100308006120","","146299436","","","5"
"","","","17100308005790","","146299105","","","5"
"","","","17100308006229","","146299545","01134711","La Marre Reservoir","5"
"","","","17100308006071","","146299387","","","5"
"","","","17100308005616","","146298930","","","5"
"","","","17100308005593","","146298904","","","5"
"","","","17050110003357","","146137804","","","4"
"","","","17100308004990","","146298298","","","5"
"","","","17100310007208","","146282156","","","5"
"","","","17100308005295","","146298606","","","5"
"","","","17100308005625","","146298939","","","5"
"","","","17100310007590","","146282171","","","5"
"","","","17100308005622","","146298936","","","5"
"","","","17100310007478","","146282031","","","5"
"","","","17100311011210","","139856283","","","5"
"","","","18010203003397","","164314777","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003200","","164314580","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003198","","164314578","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003343","","164314723","01151685","Upper Klamath Lake Marshes","4"
"","","","17100310007299","","146281831","","","5"
"","","","18010203003420","","164314894","01151685","Upper Klamath Lake Marshes","4"
"","","","17100308005596","","146298907","","","5"
"","","","17100308006401","","146299717","","","5"
"","","","17100308006316","","146299631","","","5"
"","","","17100308005654","","146298968","","","5"
"","","","17100311011513","","139856868","","","5"
"","","","17100311011230","","139856330","","","5"
"","","","17100308005301","","146298613","","","5"
"","","","17100308005348","","146298658","","","5"
"","","","17100308005469","","146298780","","","5"
"","","","17090003007328","","144430831","","","6"
"","","","17100308005567","","146298878","","","5"
"","","","17100308005169","","146298478","","","5"
"","","","17090003007335","","144430838","","","6"
"","","","17100308005259","","146298570","01134772","Morris Reservoir","5"
"","","","17100310007270","","146281800","","","5"
"","","","17100308005042","","146298350","","","5"
"","","","17100308005030","","146298338","01135446","Schmidt Reservoirs","5"
"","","","17100310007466","","146282009","","","5"
"","","","17100310007643","","146282227","","","5"
"","","","18010203002731","","143479942","","","4"
"","","","18010203002650","","143479802","","","4"
"","","","18010203002682","","143479890","","","4"
"","","","18010203002417","","143479457","","","4"
"","","","18010203002378","","143479417","","","4"
"","","","18010203002744","","143479956","","","4"
"","","","18010203002158","","143479340","","","4"
"","","","17050110003555","","146138012","01638427","Turnbull Peak Reservoir","4"
"","","","17050110003610","","146138070","","","4"
"","","","17050110003531","","146137988","","","4"
"","","","17100310007502","","146282060","","","5"
"","","","17100310007406","","146281940","","","5"
"","","","17050110003371","","146137820","01125125","Page Reservoir","4"
"","","","17100308004912","","146298219","","","5"
"","","","17050110003265","","146137672","","","4"
"","","","18010205001110","","104081507","","","4"
"","","","17050110003257","","146137661","","","4"
"","","","17050110003208","","146137605","01125104","Oxbow Reservoir","4"
"","","","17050110003312","","146137738","01117729","Birch Creek Reservoir","4"
"","","","18010203003233","","164314613","01151685","Upper Klamath Lake Marshes","4"
"","","","17100311011281","","139856402","","","5"
"","","","18010203003436","","164314910","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003357","","164314737","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003366","","164314746","01151685","Upper Klamath Lake Marshes","4"
"","","","17100308005781","","146299096","","","5"
"","","","17100308005643","","146298957","","","5"
"","","","17100308006119","","146299435","","","5"
"","","","17100308006201","","146299517","","","5"
"","","","17100308006165","","146299481","","","5"
"","","","17100308005714","","146299028","","","5"
"","","","17100308005655","","146298969","","","5"
"","","","17100308005945","","146299260","","","5"
"","","","17100308006338","","146299654","","","5"
"","","","17100308005087","","146298395","","","5"
"","","","17100308005535","","146298846","","","5"
"","","","17100308005055","","146298363","","","5"
"","","","17100310007617","","146282200","","","5"
"","","","17100308005179","","146298492","","","5"
"","","","17100308005114","","146298422","","","5"
"","","","17100308005310","","146298621","","","5"
"","","","17100308005319","","146298630","","","5"
"","","","17100308005434","","146298745","","","5"
"","","","17100310007587","","146282168","","","5"
"","","","17100308004936","","146298244","","","5"
"","","","17100310007496","","146282052","","","5"
"","","","18010203003216","","164314596","01151685","Upper Klamath Lake Marshes","4"
"","","","17100310007288","","146281820","01639315","Lake of the Woods","5"
"","","","17100310007191","","146282062","","","5"
"","","","17100308004956","","146298264","","","5"
"","","","18010203003457","","164314931","01151685","Upper Klamath Lake Marshes","4"
"","","","17050110003150","","146137538","01123014","Leaky Reservoir","4"
"","","","17050110003229","","146137626","","","4"
"","","","17050110003442","","146137894","","","4"
"","","","17050110003542","","146137999","","","4"
"","","","18010203003344","","164314724","01151685","Upper Klamath Lake Marshes","4"
"","","","17050110003282","","146137695","","","4"
"","","","17050110003692","","146138159","01122994","Lava Sinks Reservoir","4"
"","","","17050110003206","","146137602","","","4"
"","","","17100311011389","","139856647","","","5"
"","","","17100311011199","","139856261","","","5"
"","","","18010203003408","","164314882","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003273","","164314653","01151685","Upper Klamath Lake Marshes","4"
"","","","17100311011437","","139856751","","","5"
"","","","17050106001877","","130933737","01157319","East Hoodoo Butte Reservoir","4"
"","","","18010203002793","","143480013","","","4"
"","","","17100311011494","","139856845","","","5"
"","","","18010203002689","","143479899","","","4"
"","","","18010203002565","","143479685","","","4"
"","","","17100311011245","","139856351","","","5"
"","","","17100311011381","","139856628","","","5"
"","","","17100311011424","","139856724","","","5"
"","","","17100311011552","","139856946","","","5"
"","","","17100311011591","","139857117","","","5"
"","","","17100310007659","","146282244","","","5"
"","","","17100310007177","","146282016","","","5"
"","","","18010203002390","","143479430","","","4"
"","","","18010203002205","","143479231","","","4"
"","","","18010203002536","","143479646","","","4"
"","","","18010203002270","","143479296","","","4"
"","","","17100308005836","","146299150","","","5"
"","","","18010203002616","","143479746","01159238","Lake Janice","4"
"","","","17100311011324","","139856502","","","5"
"","","","17100308004946","","146298254","","","5"
"","","","17100311011563","","139857089","","","5"
"","","","17100311011466","","139856809","","","5"
"","","","18010203002772","","143479986","","","4"
"","","","18010203002630","","143479779","","","4"
"","","","18010203002543","","143479656","","","4"
"","","","17100308006284","","146299599","","","5"
"","","","17100308004906","","146298209","","","5"
"","","","17100308006414","","146299730","","","5"
"","","","17100308006499","","146299816","","","5"
"","","","17100308006317","","146299632","","","5"
"","","","17100308005313","","146298623","","","5"
"","","","17100308005547","","146298857","","","5"
"","","","17100308005067","","146298375","","","5"
"","","","17100308005631","","146298946","","","5"
"","","","17100308006078","","146299394","","","5"
"","","","17100308005914","","146299229","","","5"
"","","","17100308006219","","146299535","","","5"
"","","","17100308006068","","146299384","","","5"
"","","","17100308005297","","146298608","","","5"
"","","","17100310007271","","146281801","01154394","Foster Pond","5"
"","","","17100308004976","","146298284","","","5"
"","","","17050110002047","","146138125","01117907","Bogus Lake","4"
"","","","17050110003572","","146138030","01128166","Top Hat Reservoir","4"
"","","","17050110003222","","146137619","01118819","Chaney Reservoir","4"
"","","","17100310007196","","146282085","","","5"
"","","","17050110003214","","146137611","01125872","Red Butte Reservoir Number One","4"
"","","","17100308005765","","146299083","","","5"
"","","","17100308005804","","146299119","","","5"
"","","","17100308005903","","146299218","","","5"
"","","","17100308005636","","146298950","","","5"
"","","","17100308005134","","146298442","","","5"
"","","","17070306002020","","148978747","","","1"
"","","","17100308005874","","146299189","","","5"
"","","","18010101002765","","113850882","","","5"
"","","","18010203003513","","166779184","01151685","Upper Klamath Lake Marshes","4"
"","","","17100311011544","","139856928","01141898","Esterly Lakes","5"
"","","","18010203003409","","164314883","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003286","","164314666","01151685","Upper Klamath Lake Marshes","4"
"","","","17100308006485","","146299800","","","5"
"","","","17100308005563","","146298874","","","5"
"","","","17100308005571","","146298882","","","5"
"","","","17100308005121","","146298428","","","5"
"","","","17100308005142","","146298450","","","5"
"","","","17100308005881","","146299196","","","5"
"","","","17100308005306","","146298617","","","5"
"","","","17100308005526","","146298837","","","5"
"","","","17100310007456","","146281994","","","5"
"","","","17100308005374","","146298683","","","5"
"","","","17100308005958","","146299273","","","5"
"","","","17100308005018","","146298326","","","5"
"","","","17100310007548","","146282116","","","5"
"","","","17100310007554","","146282128","","","5"
"","","","17100308005033","","146298341","","","5"
"","","","17100308004998","","146298306","","","5"
"","","","17100310024158","","146282277","","","5"
"","","","17100310007602","","146282185","","","5"
"","","","17100308006496","","146299815","","","5"
"","","","17100308005463","","146298774","","","5"
"","","","17100310007520","","146282084","","","5"
"","","","18010203003514","","166779185","01151685","Upper Klamath Lake Marshes","4"
"","","","17100310007199","","146282117","","","5"
"","","","17100310007285","","146281815","","","5"
"","","","17100308005792","","146299107","","","5"
"","","","17100308005080","","146298388","","","5"
"","","","18010203002657","","143479851","","","4"
"","","","18010203002434","","143479474","","","4"
"","","","17050110003189","","146137581","","","4"
"","","","17050110003291","","146137710","","","4"
"","","","17050110003186","","146137576","","","4"
"","","","18010203003260","","164314640","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203000444","","143479886","","","4"
"","","","17100311011405","","139856681","","","5"
"","","","17100311011488","","139856838","","","5"
"","","","17100311011521","","139856884","","","5"
"","","","17100311011179","","139856214","","","5"
"","","","17100308005375","","146298686","","","5"
"","","","17100308005086","","146298394","","","5"
"","","","17100308006179","","146299495","","","5"
"","","","17100308005110","","146298418","","","5"
"","","","17100308005819","","146299134","01134804","Hilldale Reservoir","5"
"","","","17100308006443","","146299760","","","5"
"","","","17100308004992","","146298299","","","5"
"","","","17100311011177","","139856210","","","5"
"","","","18010203002447","","143479491","","","4"
"","","","17100311011285","","139856410","","","5"
"","","","18010203000420","","143479577","01137953","Bert Lake","4"
"","","","18010203002766","","143479979","","","4"
"","","","18010203002261","","143479287","","","4"
"","","","17100311011241","","139856347","","","5"
"","","","17100311011498","","139856847","","","5"
"","","","17100308005891","","146299206","","","5"
"","","","18010203002788","","143480008","","","4"
"","","","17100308005254","","146298566","","","5"
"","","","17100310007623","","146282207","","","5"
"","","","17100308005360","","146298672","","","5"
"","","","17100308006484","","146299799","","","5"
"","","","17100308005747","","146299062","","","5"
"","","","17100308004980","","146298288","","","5"
"","","","17100310007207","","146282148","","","5"
"","","","17100308004938","","146298245","","","5"
"","","","17100310007269","","146281799","","","5"
"","","","17100310007633","","146282217","","","5"
"","","","17050110003570","","146138028","01638796","East Pit","4"
"","","","17100310007297","","146281829","","","5"
"","","","17100310007596","","146282178","","","5"
"","","","17100308004958","","146298266","","","5"
"","","","17100310007260","","146281790","","","5"
"","","","17050110003405","","146137855","","","4"
"","","","17050110003537","","146137995","01121901","Holdout Reservoir","4"
"","","","18010203003329","","164314709","01151685","Upper Klamath Lake Marshes","4"
"","","","17050110003353","","146137800","","","4"
"","","","18010203003317","","164314697","01151685","Upper Klamath Lake Marshes","4"
"","","","18010101002766","","113850884","","","5"
"","","","18010203003429","","164314903","01151685","Upper Klamath Lake Marshes","4"
"","","","17100310007563","","146282138","","","5"
"","","","17100308006323","","146299638","","","5"
"","","","17100308042405","","167118762","","","5"
"","","","17100310000653","","146281867","","","5"
"","","","17100310007184","","146282028","","","5"
"","","","18010203003370","","164314750","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003289","","164314669","01151685","Upper Klamath Lake Marshes","4"
"","","","17050110003724","","146138192","01120415","Eiguren Reservoir Number One","4"
"","","","17050110003254","","146137658","01123323","Littlefield Reservoir","4"
"","","","18010203003507","","166779178","01151685","Upper Klamath Lake Marshes","4"
"","","","17100311011359","","139856572","","","5"
"","","","18010203002688","","143479898","","","4"
"","","","17100311011318","","139856490","","","5"
"","","","17100311011355","","139856564","","","5"
"","","","18010203003399","","164314779","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203002663","","143479865","01140330","Coyote Lake","4"
"","","","18010203002342","","143479378","","","4"
"","","","18010203002658","","143479856","01152154","Weston Lake","4"
"","","","18010203002195","","143479222","","","4"
"","","","17100308005944","","146299259","","","5"
"","","","18010203002771","","143479984","","","4"
"","","","17100308005794","","146299109","","","5"
"","","","17100308005193","","146298503","","","5"
"","","","17100311011308","","139856456","","","5"
"","","","17100308005924","","146299239","","","5"
"","","","17100308005975","","146299290","","","5"
"","","","17100308041666","","165536164","","","5"
"","","","17100308006263","","146299579","","","5"
"","","","17100308006306","","146299621","","","5"
"","","","17100308005589","","146298900","","","5"
"","","","17100308005695","","146299009","","","5"
"","","","17100308005700","","146299014","","","5"
"","","","17100308005524","","146298835","","","5"
"","","","17100308005542","","146298853","","","5"
"","","","17100308005646","","146298960","","","5"
"","","","17100308005059","","146298367","","","5"
"","","","17100310007665","","146282250","","","5"
"","","","17100308005174","","146298483","","","5"
"","","","17100308005377","","146298688","","","5"
"","","","17100308004986","","146298294","","","5"
"","","","17100308005081","","146298389","","","5"
"","","","17100310007676","","146282261","","","5"
"","","","17100308005123","","146298429","","","5"
"","","","17100308005071","","146298379","","","5"
"","","","17100308005875","","146299190","","","5"
"","","","17100308042813","","166779194","","","5"
"","","","17100310007213","","146282184","","","5"
"","","","17100310007461","","146282004","","","5"
"","","","17100308006135","","146299451","","","5"
"","","","17100308006020","","146299336","","","5"
"","","","17100310007451","","146281989","","","5"
"","","","17100308006012","","146299328","","","5"
"","","","17100308005253","","146298563","","","5"
"","","","17100308005844","","146299159","","","5"
"","","","17100308005835","","146299151","","","5"
"","","","17100308005413","","146298724","","","5"
"","","","17100308005243","","146298553","","","5"
"","","","17100308005880","","146299195","","","5"
"","","","17100308005459","","146298770","","","5"
"","","","17100308005089","","146298397","01134755","Nelson Reservoir","5"
"","","","17100308005438","","146298749","","","5"
"","","","17050110003698","","146138163","","","4"
"","","","17050110003249","","146137646","","","4"
"","","","17100310007497","","146282053","","","5"
"","","","17100308004996","","146298304","","","5"
"","","","17100310007360","","146281894","","","5"
"","","","17050110003553","","146138010","","","4"
"","","","17050110003293","","146137712","","","4"
"","","","17100308004870","","146298181","","","5"
"","","","17100311011242","","139856348","","","5"
"","","","17100311011228","","139856326","","","5"
"","","","18010203002171","","143479198","","","4"
"","","","18010203002242","","143479269","","","4"
"","","","17100311011404","","139856677","","","5"
"","","","18010203002354","","143479391","","","4"
"","","","17100311011583","","139857109","","","5"
"","","","17100311011580","","139857106","","","5"
"","","","17100311011524","","139856887","","","5"
"","","","17100311011438","","139856754","","","5"
"","","","17100311011337","","139856528","","","5"
"","","","18010203002268","","143479302","","","4"
"","","","18010203002406","","143479446","","","4"
"","","","18010203002548","","143479661","","","4"
"","","","18010203002669","","143479874","01141657","Eb Lake","4"
"","","","18010203003453","","164314927","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203002510","","143479576","","","4"
"","","","18010203003348","","164314728","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203000403","","143479343","01151396","Trapper Lake","4"
"","","","18010203003369","","164314749","01151685","Upper Klamath Lake Marshes","4"
"","","","17100308006097","","146299413","","","5"
"","","","17100308005536","","146298847","","","5"
"","","","17100310024159","","146281885","","","5"
"","","","17100308042815","","108318753","","","5"
"","","","17050106000849","","130933734","01134446","Black Butte Lake Reservoir","4"
"","","","18010203003394","","164314774","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003241","","164314621","01151685","Upper Klamath Lake Marshes","4"
"","","","17090003007190","","144430686","","","6"
"","","","18010203003303","","164314683","01151685","Upper Klamath Lake Marshes","4"
"","","","17100311011409","","139856689","","","5"
"","","","17100311011541","","139856922","","","5"
"","","","17100311011258","","139856363","","","5"
"","","","17100311011374","","139856610","","","5"
"","","","17100311011463","","139856803","","","5"
"","","","17100311011272","","139856381","","","5"
"","","","18010203002319","","143479353","","","4"
"","","","18010203002470","","143479517","","","4"
"","","","18010203002441","","143479484","","","4"
"","","","18010203002370","","143479408","","","4"
"","","","18010203002387","","143479427","","","4"
"","","","18010203002227","","143479254","","","4"
"","","","18010203002580","","143479705","","","4"
"","","","18010203002621","","143479756","","","4"
"","","","18010203002693","","143479903","","","4"
"","","","17100311011295","","139856429","","","5"
"","","","18010203002707","","143479917","","","4"
"","","","17100308005647","","146298961","","","5"
"","","","17100308005805","","146299120","","","5"
"","","","17100308005659","","146298973","","","5"
"","","","17100308005965","","146299280","","","5"
"","","","17100308005436","","146298747","","","5"
"","","","17100308006425","","146299742","","","5"
"","","","17100308006058","","146299375","","","5"
"","","","17100308000767","","146299032","","","5"
"","","","17100308005691","","146299006","","","5"
"","","","17100308005807","","146299122","","","5"
"","","","17100308005395","","146298704","","","5"
"","","","17100310007639","","146282223","","","5"
"","","","17100310007658","","146282243","","","5"
"","","","17100308006477","","146299794","","","5"
"","","","17100308005950","","146299265","","","5"
"","","","17100308005154","","146298462","","","5"
"","","","18010203002628","","143479777","","","4"
"","","","17100310007544","","146282111","","","5"
"","","","17100310007257","","146281787","","","5"
"","","","17100308004909","","146298213","","","5"
"","","","17100310007460","","146282003","","","5"
"","","","17050110003441","","146137893","","","4"
"","","","17050110003382","","146137832","01128853","West Fork Juniper Creek Reservoir","4"
"","","","17100308006166","","146299482","","","5"
"","","","17050110003277","","146137689","","","4"
"","","","17100308005955","","146299271","","","5"
"","","","17050110003252","","146137649","01127043","Skull Springs Reservoir","4"
"","","","17050110003495","","146137951","01127527","Stanfield Reservoir","4"
"","","","18010203003194","","164314574","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003389","","164314769","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003314","","164314694","01151685","Upper Klamath Lake Marshes","4"
"","","","17100311011307","","139856454","","","5"
"","","","18010203003424","","164314898","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003270","","164314650","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003227","","164314607","01151685","Upper Klamath Lake Marshes","4"
"","","","17050110003415","","146137865","","","4"
"","","","18010203002325","","143479361","","","4"
"","","","17050110003336","","146137783","01123213","Little Joe Reservoir","4"
"","","","17050110003516","","146137972","","","4"
"","","","18010203003354","","164314734","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203002477","","143479527","","","4"
"","","","18010203002786","","143480006","","","4"
"","","","18010203002326","","143479362","","","4"
"","","","18010203002502","","143479567","","","4"
"","","","18010203002507","","143479573","","","4"
"","","","18010203003502","","166779173","01151685","Upper Klamath Lake Marshes","4"
"","","","17100311011606","","139857155","","","5"
"","","","17100311011435","","139856748","","","5"
"","","","17100311011360","","139856574","","","5"
"","","","17100308005138","","146298446","","","5"
"","","","18010203003500","","166779171","01151685","Upper Klamath Lake Marshes","4"
"","","","17100308042544","","167119151","","","5"
"","","","17100308005630","","146298944","","","5"
"","","","17100308006217","","146299533","","","5"
"","","","17100308005681","","146298995","","","5"
"","","","17100308006039","","146299354","","","5"
"","","","17100308005545","","146298858","","","5"
"","","","17100308006281","","146299596","","","5"
"","","","17100308005811","","146299126","","","5"
"","","","17100308006148","","146299464","","","5"
"","","","17100308005424","","146298735","","","5"
"","","","17100310007632","","146282216","","","5"
"","","","17100308005219","","146298530","","","5"
"","","","17100310007527","","146282094","","","5"
"","","","17100310007315","","146281847","","","5"
"","","","17100308005066","","146298374","01159253","James Reservoir","5"
"","","","17100308005483","","146298794","","","5"
"","","","17100308005172","","146298481","","","5"
"","","","17070303006596","","145325587","","","1"
"","","","17100308004940","","146298248","","","5"
"","","","17100308004888","","146298190","","","5"
"","","","17100310007343","","146281876","","","5"
"","","","17050110003317","","146137758","","","4"
"","","","17050110003194","","146137587","","","4"
"","","","17080001017718","","149957592","","","6"
"","","","18010203003544","","143480052","","","4"
"","","","17050110003164","","146137553","","","4"
"","","","18010203002244","","143479271","01158491","Snow Lakes","4"
"","","","18010203002170","","143479197","","","4"
"","","","18010203000404","","143479358","01149877","Lake Sonya","4"
"","","","18010203002235","","143479262","","","4"
"","","","18010203002297","","143479327","","","4"
"","","","18010203003229","","164314609","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203002526","","143479627","","","4"
"","","","18010203002530","","143479639","","","4"
"","","","18010203002383","","143479422","","","4"
"","","","18010203000441","","143479842","01151792","Lake Waban","4"
"","","","18010203002324","","143479360","","","4"
"","","","18010203003256","","164314636","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003294","","164314674","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003261","","164314641","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003336","","164314716","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003319","","164314699","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003243","","164314623","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003280","","164314660","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003451","","164314925","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003358","","164314738","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003439","","164314913","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003471","","164314941","","","4"
"","","","18010203003422","","164314896","01151685","Upper Klamath Lake Marshes","4"
"","","","17050115001244","","133112878","","","4"
"","","","17050115001199","","133112829","","","4"
"","","","17100308006421","","146299737","","","5"
"","","","17100308006438","","146299755","","","5"
"","","","17100308005896","","146299211","","","5"
"","","","17100308006423","","146299739","","","5"
"","","","17100308006094","","146299410","","","5"
"","","","17100308005843","","146299158","","","5"
"","","","17100308005777","","146299092","","","5"
"","","","17100308005658","","146298972","","","5"
"","","","17100308005731","","146299046","","","5"
"","","","17100308005512","","146298823","","","5"
"","","","17100308005521","","146298832","","","5"
"","","","17100308005581","","146298891","","","5"
"","","","17100308005113","","146298421","","","5"
"","","","17100308005418","","146298729","","","5"
"","","","17100308005486","","146298797","","","5"
"","","","17100308005530","","146298841","","","5"
"","","","17100308005255","","146298565","","","5"
"","","","17100310007542","","146282109","","","5"
"","","","17100308005019","","146298327","","","5"
"","","","17100310007649","","146282233","","","5"
"","","","17100308005168","","146298475","01134779","Modoc Pond","5"
"","","","17100310007543","","146282110","","","5"
"","","","17100308004896","","146298198","","","5"
"","","","17100310007175","","146282010","","","5"
"","","","17100310007282","","146281812","","","5"
"","","","17100308005707","","146299021","","","5"
"","","","17100308006164","","146299480","","","5"
"","","","17100308005466","","146298777","","","5"
"","","","17100308006053","","146299369","","","5"
"","","","17100308005629","","146298943","","","5"
"","","","17100308005394","","146298702","","","5"
"","","","17100308004914","","146298221","01130372","Coulter Reservoir Number One","5"
"","","","17100310007531","","146282098","","","5"
"","","","17100308005323","","146298634","","","5"
"","","","17100310007610","","146282193","","","5"
"","","","17100308006390","","146299706","","","5"
"","","","17100308005028","","146298336","","","5"
"","","","17100310007653","","146282237","","","5"
"","","","17100308005335","","146298644","","","5"
"","","","18010203003331","","164314711","01151685","Upper Klamath Lake Marshes","4"
"","","","17050110008616","","146138173","","","4"
"","","","17100310007479","","146282032","","","5"
"","","","17050110003262","","146137669","","","4"
"","","","17100310007600","","146282182","","","5"
"","","","17050106001881","","130933743","","","4"
"","","","17100311011493","","139856844","","","5"
"","","","17100311011562","","139857088","","","5"
"","","","17100311011384","","139856634","","","5"
"","","","17100311011602","","139857147","","","5"
"","","","17090003007182","","144430677","","","6"
"","","","17100311011588","","139857114","","","5"
"","","","18010203003279","","164314659","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203002546","","143479659","","","4"
"","","","18010203002602","","143479730","","","4"
"","","","18010203002554","","143479671","","","4"
"","","","18010203002237","","143479264","","","4"
"","","","18010203002401","","143479441","","","4"
"","","","18010203002558","","143479676","","","4"
"","","","18010203002298","","143479328","","","4"
"","","","18010203002355","","143479392","","","4"
"","","","17100311011478","","139856829","","","5"
"","","","17100311011375","","139856612","","","5"
"","","","17100311011458","","139856794","","","5"
"","","","17100311011392","","139856653","","","5"
"","","","17100311011440","","139856758","","","5"
"","","","17100311011546","","139856932","","","5"
"","","","18010205000955","","120026782","","","4"
"","","","17100308042585","","167119258","","","5"
"","","","17100310007171","","146281996","","","5"
"","","","18010203003341","","164314721","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003259","","164314639","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003384","","164314764","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003255","","164314635","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003446","","164314920","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003455","","164314929","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003476","","164314948","","","4"
"","","","18010203003402","","164314782","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003388","","164314768","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003419","","164314893","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203002742","","143479954","","","4"
"","","","17100308006278","","146299595","","","5"
"","","","17100308006454","","146299771","","","5"
"","","","17100308042808","","146299322","","","5"
"","","","17100308006277","","146299592","","","5"
"","","","17100308006416","","146299732","","","5"
"","","","17100308006274","","146299589","","","5"
"","","","17100308005538","","146298849","","","5"
"","","","17100308005584","","146298895","","","5"
"","","","17100308005650","","146298964","","","5"
"","","","17100308005948","","146299263","","","5"
"","","","17100308005578","","146298889","","","5"
"","","","17100308005564","","146298875","","","5"
"","","","17100308005951","","146299266","","","5"
"","","","17100308005676","","146298990","","","5"
"","","","17100308005816","","146299131","","","5"
"","","","17100310007447","","146281984","","","5"
"","","","17100308005175","","146298482","","","5"
"","","","17100308005147","","146298455","","","5"
"","","","17100308005245","","146298557","","","5"
"","","","17100308005344","","146298653","","","5"
"","","","17100308005159","","146298466","","","5"
"","","","17100308005170","","146298479","","","5"
"","","","17100308005012","","146298320","","","5"
"","","","17100308005551","","146298862","","","5"
"","","","17100310007374","","146281908","","","5"
"","","","17050110003427","","146137877","","","4"
"","","","17100310007427","","146281962","","","5"
"","","","17100308042558","","167119185","","","5"
"","","","17100310007262","","146281792","","","5"
"","","","17050110003634","","146138094","","","4"
"","","","17100308004910","","146298214","","","5"
"","","","17050110003384","","146137833","01130440","Painted Canyon Reservoir","4"
"","","","17100311011393","","139856655","","","5"
"","","","17050110003223","","146137620","01126813","Sheep Corral Reservoir","4"
"","","","17100311011396","","139856661","","","5"
"","","","17050110003321","","146137768","01126125","Robinson Reservoir","4"
"","","","17100311011434","","139856746","","","5"
"","","","17100311011358","","139856568","","","5"
"","","","17100311011582","","139857108","","","5"
"","","","18010203002367","","143479405","","","4"
"","","","17100311011502","","139856853","","","5"
"","","","18010203002344","","143479380","","","4"
"","","","18010203002373","","143479411","","","4"
"","","","17100311011464","","139856805","","","5"
"","","","18010203002399","","143479439","","","4"
"","","","18010203002514","","143479586","01145543","Lost Lake","4"
"","","","18010203002681","","143479889","","","4"
"","","","17100308005786","","146299101","","","5"
"","","","18010203000425","","143479604","","","4"
"","","","18010203002593","","143479721","","","4"
"","","","18010203002448","","143479492","","","4"
"","","","18010203003470","","164314940","","","4"
"","","","18010203003396","","164314776","01151685","Upper Klamath Lake Marshes","4"
"","","","18010203003245","","164314625","01151685","Upper Klamath Lake Marshes","4"
"","","","17100311011403","","139856675","","","5"
